"size_code","width_mm","aspect_ratio_pct","rim_in","unloaded_diameter_mm","unloaded_radius_mm","unloaded_circumference_mm","dynamic_factor","expected_rolling_radius_mm","expected_effective_circumference_mm","source","notes"
"285/55R18","285","55","18","770.7","385.35","2421.225","0.97","373.79","2348.589","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/55R19","285","55","19","796.1","398.05","2501.022","0.97","386.109","2425.991","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/60R12","285","60","12","646.8","323.4","2031.982","0.97","313.698","1971.023","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/60R13","285","60","13","672.2","336.1","2111.779","0.97","326.017","2048.425","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/60R14","285","60","14","697.6","348.8","2191.575","0.97","338.336","2125.828","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/60R15","285","60","15","723","361.5","2271.371","0.97","350.655","2203.23","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/60R16","285","60","16","748.4","374.2","2351.168","0.97","362.974","2280.633","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/60R17","285","60","17","773.8","386.9","2430.964","0.97","375.293","2358.035","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/65R12","285","65","12","675.3","337.65","2121.518","0.97","327.521","2057.872","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/65R13","285","65","13","700.7","350.35","2201.314","0.97","339.84","2135.275","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/65R14","285","65","14","726.1","363.05","2281.11","0.97","352.159","2212.677","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/65R15","285","65","15","751.5","375.75","2360.907","0.97","364.478","2290.08","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/65R16","285","65","16","776.9","388.45","2440.703","0.97","376.797","2367.482","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/65R17","285","65","17","802.3","401.15","2520.5","0.97","389.116","2444.885","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/30R15","295","30","15","558","279","1753.009","0.97","270.63","1700.418","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/30R16","295","30","16","583.4","291.7","1832.805","0.97","282.949","1777.821","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/30R17","295","30","17","608.8","304.4","1912.602","0.97","295.268","1855.224","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/30R18","295","30","18","634.2","317.1","1992.398","0.97","307.587","1932.626","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/30R19","295","30","19","659.6","329.8","2072.195","0.97","319.906","2010.029","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/30R20","295","30","20","685","342.5","2151.991","0.97","332.225","2087.431","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/35R15","295","35","15","587.5","293.75","1845.686","0.97","284.938","1790.315","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/35R16","295","35","16","612.9","306.45","1925.482","0.97","297.257","1867.718","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/35R17","295","35","17","638.3","319.15","2005.279","0.97","309.576","1945.12","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/35R18","295","35","18","663.7","331.85","2085.075","0.97","321.895","2022.523","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/35R19","295","35","19","689.1","344.55","2164.871","0.97","334.214","2099.925","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/35R20","295","35","20","714.5","357.25","2244.668","0.97","346.533","2177.328","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/40R15","295","40","15","617","308.5","1938.363","0.97","299.245","1880.212","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/40R16","295","40","16","642.4","321.2","2018.159","0.97","311.564","1957.614","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/40R17","295","40","17","667.8","333.9","2097.956","0.97","323.883","2035.017","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/40R18","295","40","18","693.2","346.6","2177.752","0.97","336.202","2112.419","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/40R19","295","40","19","718.6","359.3","2257.548","0.97","348.521","2189.822","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/40R20","295","40","20","744","372","2337.345","0.97","360.84","2267.225","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/45R14","295","45","14","621.1","310.55","1951.243","0.97","301.234","1892.706","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/45R15","295","45","15","646.5","323.25","2031.04","0.97","313.553","1970.108","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/45R16","295","45","16","671.9","335.95","2110.836","0.97","325.872","2047.511","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/45R17","295","45","17","697.3","348.65","2190.633","0.97","338.191","2124.914","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/45R18","295","45","18","722.7","361.35","2270.429","0.97","350.51","2202.316","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/45R19","295","45","19","748.1","374.05","2350.225","0.97","362.829","2279.719","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/50R13","295","50","13","625.2","312.6","1964.124","0.97","303.222","1905.2","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/50R14","295","50","14","650.6","325.3","2043.92","0.97","315.541","1982.603","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/50R15","295","50","15","676","338","2123.717","0.97","327.86","2060.005","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/50R16","295","50","16","701.4","350.7","2203.513","0.97","340.179","2137.408","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/50R17","295","50","17","726.8","363.4","2283.31","0.97","352.498","2214.81","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/50R18","295","50","18","752.2","376.1","2363.106","0.97","364.817","2292.213","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/55R14","295","55","14","680.1","340.05","2136.597","0.97","329.849","2072.499","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/55R15","295","55","15","705.5","352.75","2216.394","0.97","342.168","2149.902","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/55R16","295","55","16","730.9","365.45","2296.19","0.97","354.487","2227.304","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/55R17","295","55","17","756.3","378.15","2375.987","0.97","366.806","2304.707","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/55R18","295","55","18","781.7","390.85","2455.783","0.97","379.125","2382.109","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/55R19","295","55","19","807.1","403.55","2535.579","0.97","391.444","2459.512","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/60R12","295","60","12","658.8","329.4","2069.681","0.97","319.518","2007.591","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/60R13","295","60","13","684.2","342.1","2149.478","0.97","331.837","2084.993","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/60R14","295","60","14","709.6","354.8","2229.274","0.97","344.156","2162.396","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/60R15","295","60","15","735","367.5","2309.071","0.97","356.475","2239.798","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/60R16","295","60","16","760.4","380.2","2388.867","0.97","368.794","2317.201","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"295/60R17","295","60","17","785.8","392.9","2468.664","0.97","381.113","2394.604","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/30R15","305","30","15","564","282","1771.858","0.97","273.54","1718.703","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/30R16","305","30","16","589.4","294.7","1851.655","0.97","285.859","1796.105","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/30R17","305","30","17","614.8","307.4","1931.451","0.97","298.178","1873.508","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/30R18","305","30","18","640.2","320.1","2011.248","0.97","310.497","1950.91","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/30R19","305","30","19","665.6","332.8","2091.044","0.97","322.816","2028.313","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/30R20","305","30","20","691","345.5","2170.841","0.97","335.135","2105.715","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/35R15","305","35","15","594.5","297.25","1867.677","0.97","288.333","1811.647","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/35R16","305","35","16","619.9","309.95","1947.473","0.97","300.652","1889.049","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/35R17","305","35","17","645.3","322.65","2027.27","0.97","312.971","1966.452","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/35R18","305","35","18","670.7","335.35","2107.066","0.97","325.29","2043.854","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/35R19","305","35","19","696.1","348.05","2186.863","0.97","337.609","2121.257","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/35R20","305","35","20","721.5","360.75","2266.659","0.97","349.928","2198.659","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/40R15","305","40","15","625","312.5","1963.495","0.97","303.125","1904.591","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/40R16","305","40","16","650.4","325.2","2043.292","0.97","315.444","1981.993","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/40R17","305","40","17","675.8","337.9","2123.088","0.97","327.763","2059.396","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/40R18","305","40","18","701.2","350.6","2202.885","0.97","340.082","2136.798","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/40R19","305","40","19","726.6","363.3","2282.681","0.97","352.401","2214.201","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/40R20","305","40","20","752","376","2362.478","0.97","364.72","2291.603","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/45R14","305","45","14","630.1","315.05","1979.518","0.97","305.599","1920.132","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/45R15","305","45","15","655.5","327.75","2059.314","0.97","317.918","1997.535","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/45R16","305","45","16","680.9","340.45","2139.11","0.97","330.237","2074.937","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/45R17","305","45","17","706.3","353.15","2218.907","0.97","342.556","2152.34","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/45R18","305","45","18","731.7","365.85","2298.703","0.97","354.875","2229.742","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/45R19","305","45","19","757.1","378.55","2378.5","0.97","367.194","2307.145","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/50R13","305","50","13","635.2","317.6","1995.54","0.97","308.072","1935.673","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/50R14","305","50","14","660.6","330.3","2075.336","0.97","320.391","2013.076","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/50R15","305","50","15","686","343","2155.133","0.97","332.71","2090.479","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/50R16","305","50","16","711.4","355.7","2234.929","0.97","345.029","2167.881","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/50R17","305","50","17","736.8","368.4","2314.725","0.97","357.348","2245.284","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/50R18","305","50","18","762.2","381.1","2394.522","0.97","369.667","2322.686","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/55R14","305","55","14","691.1","345.55","2171.155","0.97","335.184","2106.02","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/55R15","305","55","15","716.5","358.25","2250.951","0.97","347.503","2183.423","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/55R16","305","55","16","741.9","370.95","2330.748","0.97","359.822","2260.825","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/55R17","305","55","17","767.3","383.65","2410.544","0.97","372.141","2338.228","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/55R18","305","55","18","792.7","396.35","2490.34","0.97","384.46","2415.63","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"305/55R19","305","55","19","818.1","409.05","2570.137","0.97","396.779","2493.033","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/30R15","315","30","15","570","285","1790.708","0.97","276.45","1736.987","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/30R16","315","30","16","595.4","297.7","1870.504","0.97","288.769","1814.389","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/30R17","315","30","17","620.8","310.4","1950.301","0.97","301.088","1891.792","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/30R18","315","30","18","646.2","323.1","2030.097","0.97","313.407","1969.194","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/30R19","315","30","19","671.6","335.8","2109.894","0.97","325.726","2046.597","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/30R20","315","30","20","697","348.5","2189.69","0.97","338.045","2123.999","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/35R15","315","35","15","601.5","300.75","1889.668","0.97","291.728","1832.978","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/35R16","315","35","16","626.9","313.45","1969.464","0.97","304.047","1910.381","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/35R17","315","35","17","652.3","326.15","2049.261","0.97","316.366","1987.783","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/35R18","315","35","18","677.7","338.85","2129.057","0.97","328.685","2065.186","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/35R19","315","35","19","703.1","351.55","2208.854","0.97","341.004","2142.588","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/35R20","315","35","20","728.5","364.25","2288.65","0.97","353.323","2219.991","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/40R15","315","40","15","633","316.5","1988.628","0.97","307.005","1928.969","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/40R16","315","40","16","658.4","329.2","2068.425","0.97","319.324","2006.372","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/40R17","315","40","17","683.8","341.9","2148.221","0.97","331.643","2083.774","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/40R18","315","40","18","709.2","354.6","2228.018","0.97","343.962","2161.177","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/40R19","315","40","19","734.6","367.3","2307.814","0.97","356.281","2238.58","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/40R20","315","40","20","760","380","2387.61","0.97","368.6","2315.982","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/45R14","315","45","14","639.1","319.55","2007.792","0.97","309.964","1947.558","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/45R15","315","45","15","664.5","332.25","2087.588","0.97","322.283","2024.961","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/45R16","315","45","16","689.9","344.95","2167.385","0.97","334.602","2102.363","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/45R17","315","45","17","715.3","357.65","2247.181","0.97","346.921","2179.766","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/45R18","315","45","18","740.7","370.35","2326.978","0.97","359.24","2257.168","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/45R19","315","45","19","766.1","383.05","2406.774","0.97","371.559","2334.571","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/50R13","315","50","13","645.2","322.6","2026.956","0.97","312.922","1966.147","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/50R14","315","50","14","670.6","335.3","2106.752","0.97","325.241","2043.549","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/50R15","315","50","15","696","348","2186.548","0.97","337.56","2120.952","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/50R16","315","50","16","721.4","360.7","2266.345","0.97","349.879","2198.355","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/50R17","315","50","17","746.8","373.4","2346.141","0.97","362.198","2275.757","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"315/50R18","315","50","18","772.2","386.1","2425.938","0.97","374.517","2353.16","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/30R15","325","30","15","576","288","1809.557","0.97","279.36","1755.271","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/30R16","325","30","16","601.4","300.7","1889.354","0.97","291.679","1832.673","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/30R17","325","30","17","626.8","313.4","1969.15","0.97","303.998","1910.076","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/30R18","325","30","18","652.2","326.1","2048.947","0.97","316.317","1987.478","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/30R19","325","30","19","677.6","338.8","2128.743","0.97","328.636","2064.881","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/30R20","325","30","20","703","351.5","2208.54","0.97","340.955","2142.283","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/35R15","325","35","15","608.5","304.25","1911.659","0.97","295.123","1854.309","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/35R16","325","35","16","633.9","316.95","1991.456","0.97","307.442","1931.712","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/35R17","325","35","17","659.3","329.65","2071.252","0.97","319.761","2009.114","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/35R18","325","35","18","684.7","342.35","2151.048","0.97","332.08","2086.517","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/35R19","325","35","19","710.1","355.05","2230.845","0.97","344.399","2163.92","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/35R20","325","35","20","735.5","367.75","2310.641","0.97","356.718","2241.322","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/40R15","325","40","15","641","320.5","2013.761","0.97","310.885","1953.348","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/40R16","325","40","16","666.4","333.2","2093.557","0.97","323.204","2030.751","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/40R17","325","40","17","691.8","345.9","2173.354","0.97","335.523","2108.153","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/40R18","325","40","18","717.2","358.6","2253.15","0.97","347.842","2185.556","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/40R19","325","40","19","742.6","371.3","2332.947","0.97","360.161","2262.958","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/40R20","325","40","20","768","384","2412.743","0.97","372.48","2340.361","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/45R14","325","45","14","648.1","324.05","2036.066","0.97","314.329","1974.984","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/45R15","325","45","15","673.5","336.75","2115.863","0.97","326.648","2052.387","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/45R16","325","45","16","698.9","349.45","2195.659","0.97","338.967","2129.789","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/45R17","325","45","17","724.3","362.15","2275.456","0.97","351.286","2207.192","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/45R18","325","45","18","749.7","374.85","2355.252","0.97","363.605","2284.594","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"325/45R19","325","45","19","775.1","387.55","2435.048","0.97","375.924","2361.997","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/30R15","335","30","15","582","291","1828.407","0.97","282.27","1773.555","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/30R16","335","30","16","607.4","303.7","1908.203","0.97","294.589","1850.957","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/30R17","335","30","17","632.8","316.4","1988","0.97","306.908","1928.36","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/30R18","335","30","18","658.2","329.1","2067.796","0.97","319.227","2005.762","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/30R19","335","30","19","683.6","341.8","2147.593","0.97","331.546","2083.165","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/30R20","335","30","20","709","354.5","2227.389","0.97","343.865","2160.568","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/35R15","335","35","15","615.5","307.75","1933.65","0.97","298.518","1875.641","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/35R16","335","35","16","640.9","320.45","2013.447","0.97","310.837","1953.043","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/35R17","335","35","17","666.3","333.15","2093.243","0.97","323.156","2030.446","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/35R18","335","35","18","691.7","345.85","2173.04","0.97","335.475","2107.848","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/35R19","335","35","19","717.1","358.55","2252.836","0.97","347.794","2185.251","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/35R20","335","35","20","742.5","371.25","2332.633","0.97","360.113","2262.654","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/40R15","335","40","15","649","324.5","2038.894","0.97","314.765","1977.727","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/40R16","335","40","16","674.4","337.2","2118.69","0.97","327.084","2055.129","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/40R17","335","40","17","699.8","349.9","2198.487","0.97","339.403","2132.532","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/40R18","335","40","18","725.2","362.6","2278.283","0.97","351.722","2209.935","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/40R19","335","40","19","750.6","375.3","2358.079","0.97","364.041","2287.337","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/40R20","335","40","20","776","388","2437.876","0.97","376.36","2364.74","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/45R14","335","45","14","657.1","328.55","2064.341","0.97","318.694","2002.41","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/45R15","335","45","15","682.5","341.25","2144.137","0.97","331.013","2079.813","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/45R16","335","45","16","707.9","353.95","2223.933","0.97","343.332","2157.215","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/45R17","335","45","17","733.3","366.65","2303.73","0.97","355.651","2234.618","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/45R18","335","45","18","758.7","379.35","2383.526","0.97","367.97","2312.021","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"335/45R19","335","45","19","784.1","392.05","2463.323","0.97","380.289","2389.423","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/30R15","345","30","15","588","294","1847.256","0.97","285.18","1791.839","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/30R16","345","30","16","613.4","306.7","1927.053","0.97","297.499","1869.241","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/30R17","345","30","17","638.8","319.4","2006.849","0.97","309.818","1946.644","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/30R18","345","30","18","664.2","332.1","2086.646","0.97","322.137","2024.046","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/30R19","345","30","19","689.6","344.8","2166.442","0.97","334.456","2101.449","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/30R20","345","30","20","715","357.5","2246.239","0.97","346.775","2178.852","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/35R15","345","35","15","622.5","311.25","1955.641","0.97","301.913","1896.972","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
